standardId,code,group,heroCode,heroKey,heroName,slot,skillName,level,activeLevel,cooldown,cost,exCost,range,length,width,angle,overrideIconName,sourceFile,sourceUpdatedAt,duplicateSourceFiles,duplicateCount
001-jackie-w-1001300-1-1001301,1001301,1001300,1,Jackie,杰琪,W,断筋,1,1,6,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-w-1001300-2-1001302,1001302,1001300,1,Jackie,杰琪,W,断筋,2,3,6,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-w-1001300-3-1001303,1001303,1001300,1,Jackie,杰琪,W,断筋,3,5,6,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-w-1001300-4-1001304,1001304,1001300,1,Jackie,杰琪,W,断筋,4,7,6,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-w-1001300-5-1001305,1001305,1001300,1,Jackie,杰琪,W,断筋,5,9,6,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-mount-attack-1001310-1-1001311,1001311,1001310,1,Jackie,杰琪,,재키 W - 강화 평타,1,1,0,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json,1
001-jackie-e-1001400-1-1001401,1001401,1001400,1,Jackie,杰琪,E,袭击,1,1,16,0,0,5.5,5.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-e-1001400-2-1001402,1001402,1001400,1,Jackie,杰琪,E,袭击,2,3,15,0,0,5.5,5.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-e-1001400-3-1001403,1001403,1001400,1,Jackie,杰琪,E,袭击,3,5,14,0,0,5.5,5.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-e-1001400-4-1001404,1001404,1001400,1,Jackie,杰琪,E,袭击,4,7,13,0,0,5.5,5.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-e-1001400-5-1001405,1001405,1001400,1,Jackie,杰琪,E,袭击,5,9,12,0,0,5.5,5.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-r-1001500-1-1001501,1001501,1001500,1,Jackie,杰琪,R,电锯杀人狂,1,6,70,0,0,3,3,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-r-1001500-2-1001502,1001502,1001500,1,Jackie,杰琪,R,电锯杀人狂,2,11,65,0,0,3,3,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-r-1001500-3-1001503,1001503,1001500,1,Jackie,杰琪,R,电锯杀人狂,3,16,60,0,0,3,3,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-ultimate-active-1001510-1-1001511,1001511,1001510,1,Jackie,杰琪,,屠杀,1,6,0,0,0,3,3,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-ultimate-active-1001510-2-1001512,1001512,1001510,1,Jackie,杰琪,,屠杀,2,11,0,0,0,3,3,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-ultimate-active-1001510-3-1001513,1001513,1001510,1,Jackie,杰琪,,屠杀,3,16,0,0,0,3,3,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
001-jackie-skill-1001530-1-1001531,1001531,1001530,1,Jackie,杰琪,,,1,6,0,0,0,0,0,0,0,,Skill_Indicator.json,2026-05-21T12:00:17+09:00,Skill_Indicator.json,1
002-aya-normal-attack-1002000-1-1002001,1002001,1002000,2,Aya,阿雅,,아야 기본공격,1,1,0,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-p-1002100-1-1002101,1002101,1002100,2,Aya,阿雅,P,阿雅之正义,1,0,25,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-p-1002100-2-1002102,1002102,1002100,2,Aya,阿雅,P,阿雅之正义,2,5,25,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-p-1002100-3-1002103,1002103,1002100,2,Aya,阿雅,P,阿雅之正义,3,9,25,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-q-1002200-1-1002201,1002201,1002200,2,Aya,阿雅,Q,二连射,1,1,10,0,0,6.5,6.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-q-1002200-2-1002202,1002202,1002200,2,Aya,阿雅,Q,二连射,2,3,9,0,0,6.5,6.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-q-1002200-3-1002203,1002203,1002200,2,Aya,阿雅,Q,二连射,3,5,8,0,0,6.5,6.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-q-1002200-4-1002204,1002204,1002200,2,Aya,阿雅,Q,二连射,4,7,7,0,0,6.5,6.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-q-1002200-5-1002205,1002205,1002200,2,Aya,阿雅,Q,二连射,5,9,6,0,0,6.5,6.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-w-1002300-1-1002301,1002301,1002300,2,Aya,阿雅,W,稳定射击,1,1,10,0,0,8.5,8.5,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-w-1002300-2-1002302,1002302,1002300,2,Aya,阿雅,W,稳定射击,2,3,9,0,0,8.5,8.5,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-w-1002300-3-1002303,1002303,1002300,2,Aya,阿雅,W,稳定射击,3,5,8,0,0,8.5,8.5,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-w-1002300-4-1002304,1002304,1002300,2,Aya,阿雅,W,稳定射击,4,7,7,0,0,8.5,8.5,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-w-1002300-5-1002305,1002305,1002300,2,Aya,阿雅,W,稳定射击,5,9,6,0,0,8.5,8.5,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-e-1002400-1-1002401,1002401,1002400,2,Aya,阿雅,E,转弯,1,1,15,0,0,4,4,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-e-1002400-2-1002402,1002402,1002400,2,Aya,阿雅,E,转弯,2,3,14,0,0,4,4,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-e-1002400-3-1002403,1002403,1002400,2,Aya,阿雅,E,转弯,3,5,13,0,0,4,4,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-e-1002400-4-1002404,1002404,1002400,2,Aya,阿雅,E,转弯,4,7,12,0,0,4,4,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-e-1002400-5-1002405,1002405,1002400,2,Aya,阿雅,E,转弯,5,9,11,0,0,4,4,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-r-1002500-1-1002501,1002501,1002500,2,Aya,阿雅,R,空弹,1,6,80,0,0,4.5,4.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-r-1002500-2-1002502,1002502,1002500,2,Aya,阿雅,R,空弹,2,11,65,0,0,4.5,4.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
002-aya-r-1002500-3-1002503,1002503,1002500,2,Aya,阿雅,R,空弹,3,16,50,0,0,4.5,4.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-normal-attack-1003000-1-1003001,1003001,1003000,3,Fiora,菲欧娜,,피오라 기본공격,1,1,0,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-p-1003100-1-1003101,1003101,1003100,3,Fiora,菲欧娜,P,刺击,1,0,0,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-p-1003100-2-1003102,1003102,1003100,3,Fiora,菲欧娜,P,刺击,2,5,0,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-p-1003100-3-1003103,1003103,1003100,3,Fiora,菲欧娜,P,刺击,3,9,0,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-q-1003200-1-1003201,1003201,1003200,3,Fiora,菲欧娜,Q,长刺,1,1,8,0,0,5.3,5.3,0.7,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-q-1003200-2-1003202,1003202,1003200,3,Fiora,菲欧娜,Q,长刺,2,3,7,0,0,5.3,5.3,0.7,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-q-1003200-3-1003203,1003203,1003200,3,Fiora,菲欧娜,Q,长刺,3,5,6,0,0,5.3,5.3,0.7,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-q-1003200-4-1003204,1003204,1003200,3,Fiora,菲欧娜,Q,长刺,4,7,5,0,0,5.3,5.3,0.7,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-q-1003200-5-1003205,1003205,1003200,3,Fiora,菲欧娜,Q,长刺,5,9,4,0,0,5.3,5.3,0.7,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-w-1003300-1-1003301,1003301,1003300,3,Fiora,菲欧娜,W,复杂进攻,1,1,7,0,0,2.7,2.7,0,180,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-w-1003300-2-1003302,1003302,1003300,3,Fiora,菲欧娜,W,复杂进攻,2,3,6,0,0,2.7,2.7,0,180,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-w-1003300-3-1003303,1003303,1003300,3,Fiora,菲欧娜,W,复杂进攻,3,5,5,0,0,2.7,2.7,0,180,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-w-1003300-4-1003304,1003304,1003300,3,Fiora,菲欧娜,W,复杂进攻,4,7,4,0,0,2.7,2.7,0,180,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-w-1003300-5-1003305,1003305,1003300,3,Fiora,菲欧娜,W,复杂进攻,5,9,3,0,0,2.7,2.7,0,180,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-e-1003400-1-1003401,1003401,1003400,3,Fiora,菲欧娜,E,前进&后退,1,1,8.5,0,0,4,4,1.5,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-e-1003400-2-1003402,1003402,1003400,3,Fiora,菲欧娜,E,前进&后退,2,3,8.5,0,0,4,4,1.5,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-e-1003400-3-1003403,1003403,1003400,3,Fiora,菲欧娜,E,前进&后退,3,5,8.5,0,0,4,4,1.5,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-e-1003400-4-1003404,1003404,1003400,3,Fiora,菲欧娜,E,前进&后退,4,7,8.5,0,0,4,4,1.5,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-e-1003400-5-1003405,1003405,1003400,3,Fiora,菲欧娜,E,前进&后退,5,9,8.5,0,0,4,4,1.5,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-active-1003410-1-1003411,1003411,1003410,3,Fiora,菲欧娜,,前进&后退,1,1,0,0,0,4,4,0.4,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-active-1003410-2-1003412,1003412,1003410,3,Fiora,菲欧娜,,前进&后退,2,3,0,0,0,4,4,0.4,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-active-1003410-3-1003413,1003413,1003410,3,Fiora,菲欧娜,,前进&后退,3,5,0,0,0,4,4,0.4,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-active-1003410-4-1003414,1003414,1003410,3,Fiora,菲欧娜,,前进&后退,4,7,0,0,0,4,4,0.4,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-active-1003410-5-1003415,1003415,1003410,3,Fiora,菲欧娜,,前进&后退,5,9,0,0,0,4,4,0.4,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-r-1003500-1-1003501,1003501,1003500,3,Fiora,菲欧娜,R,飞刺,1,6,70,0,0,5.3,5.3,1,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-r-1003500-2-1003502,1003502,1003500,3,Fiora,菲欧娜,R,飞刺,2,11,60,0,0,5.3,5.3,1,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-r-1003500-3-1003503,1003503,1003500,3,Fiora,菲欧娜,R,飞刺,3,16,50,0,0,5.3,5.3,1,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-ultimate-active-1003510-1-1003511,1003511,1003510,3,Fiora,菲欧娜,,飞刺,1,6,0,0,0,5.3,5.3,1,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-ultimate-active-1003510-2-1003512,1003512,1003510,3,Fiora,菲欧娜,,飞刺,2,11,0,0,0,5.3,5.3,1,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-ultimate-active-1003510-3-1003513,1003513,1003510,3,Fiora,菲欧娜,,飞刺,3,16,0,0,0,5.3,5.3,1,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-ultimate-active-1003520-1-1003521,1003521,1003520,3,Fiora,菲欧娜,,飞刺,1,6,0,0,0,5.3,5.3,1,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-ultimate-active-1003520-2-1003522,1003522,1003520,3,Fiora,菲欧娜,,飞刺,2,11,0,0,0,5.3,5.3,1,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
003-fiora-ultimate-active-1003520-3-1003523,1003523,1003520,3,Fiora,菲欧娜,,飞刺,3,16,0,0,0,5.3,5.3,1,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-normal-attack-1004000-1-1004001,1004001,1004000,4,Magnus,马格努斯,,매그너스 기본공격,1,1,0,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-p-1004100-1-1004101,1004101,1004100,4,Magnus,马格努斯,P,意志,1,0,0,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-p-1004100-2-1004102,1004102,1004100,4,Magnus,马格努斯,P,意志,2,5,0,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-p-1004100-3-1004103,1004103,1004100,4,Magnus,马格努斯,P,意志,3,9,0,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-q-1004200-1-1004201,1004201,1004200,4,Magnus,马格努斯,Q,破碎弹,1,1,11,0,0,10.5,10.5,1.4,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-q-1004200-2-1004202,1004202,1004200,4,Magnus,马格努斯,Q,破碎弹,2,3,10,0,0,10.5,10.5,1.4,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-q-1004200-3-1004203,1004203,1004200,4,Magnus,马格努斯,Q,破碎弹,3,5,9,0,0,10.5,10.5,1.4,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-q-1004200-4-1004204,1004204,1004200,4,Magnus,马格努斯,Q,破碎弹,4,7,8,0,0,10.5,10.5,1.4,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-q-1004200-5-1004205,1004205,1004200,4,Magnus,马格努斯,Q,破碎弹,5,9,7,0,0,10.5,10.5,1.4,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-w-1004300-1-1004301,1004301,1004300,4,Magnus,马格努斯,W,17对1,1,1,14,0,0,2.5,2.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-w-1004300-2-1004302,1004302,1004300,4,Magnus,马格努斯,W,17对1,2,3,13,0,0,2.5,2.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-w-1004300-3-1004303,1004303,1004300,4,Magnus,马格努斯,W,17对1,3,5,12,0,0,2.5,2.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-w-1004300-4-1004304,1004304,1004300,4,Magnus,马格努斯,W,17对1,4,7,11,0,0,2.5,2.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-w-1004300-5-1004305,1004305,1004300,4,Magnus,马格努斯,W,17对1,5,9,10,0,0,2.5,2.5,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-e-1004400-1-1004401,1004401,1004400,4,Magnus,马格努斯,E,猛击,1,1,11,0,0,3,3,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-e-1004400-2-1004402,1004402,1004400,4,Magnus,马格努斯,E,猛击,2,3,10,0,0,3,3,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-e-1004400-3-1004403,1004403,1004400,4,Magnus,马格努斯,E,猛击,3,5,9,0,0,3,3,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-e-1004400-4-1004404,1004404,1004400,4,Magnus,马格努斯,E,猛击,4,7,8,0,0,3,3,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-e-1004400-5-1004405,1004405,1004400,4,Magnus,马格努斯,E,猛击,5,9,7,0,0,3,3,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-r-1004500-1-1004501,1004501,1004500,4,Magnus,马格努斯,R,暴走飞车,1,6,80,0,0,9,9,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-r-1004500-2-1004502,1004502,1004500,4,Magnus,马格努斯,R,暴走飞车,2,11,70,0,0,9,9,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
004-magnus-r-1004500-3-1004503,1004503,1004500,4,Magnus,马格努斯,R,暴走飞车,3,16,60,0,0,9,9,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-normal-attack-1005000-1-1005001,1005001,1005000,5,Zahir,扎希尔,,자히르 기본공격,1,1,0,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-p-1005100-1-1005101,1005101,1005100,5,Zahir,扎希尔,P,死神之目,1,0,0,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-p-1005100-2-1005102,1005102,1005100,5,Zahir,扎希尔,P,死神之目,2,5,0,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-p-1005100-3-1005103,1005103,1005100,5,Zahir,扎希尔,P,死神之目,3,9,0,0,0,0,0,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-q-1005200-1-1005201,1005201,1005200,5,Zahir,扎希尔,Q,那罗延法宝,1,2,6,0,0,8,8,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-q-1005200-2-1005202,1005202,1005200,5,Zahir,扎希尔,Q,那罗延法宝,2,3,5.5,0,0,8,8,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-q-1005200-3-1005203,1005203,1005200,5,Zahir,扎希尔,Q,那罗延法宝,3,5,5,0,0,8,8,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-q-1005200-4-1005204,1005204,1005200,5,Zahir,扎希尔,Q,那罗延法宝,4,7,4.5,0,0,8,8,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-q-1005200-5-1005205,1005205,1005200,5,Zahir,扎希尔,Q,那罗延法宝,5,9,4,0,0,8,8,0,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-w-1005300-1-1005301,1005301,1005300,5,Zahir,扎希尔,W,甘狄拔,1,1,7,0,1,9,9,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-w-1005300-2-1005302,1005302,1005300,5,Zahir,扎希尔,W,甘狄拔,2,3,7,0,1,9,9,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-w-1005300-3-1005303,1005303,1005300,5,Zahir,扎希尔,W,甘狄拔,3,5,7,0,1,9,9,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-w-1005300-4-1005304,1005304,1005300,5,Zahir,扎希尔,W,甘狄拔,4,7,7,0,1,9,9,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-w-1005300-5-1005305,1005305,1005300,5,Zahir,扎希尔,W,甘狄拔,5,9,7,0,1,9,9,0.8,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
005-zahir-e-1005400-1-1005401,1005401,1005400,5,Zahir,扎希尔,E,风神法宝,1,2,15,0,0,8,8,1.6,0,,Skill.json,2026-05-21T12:00:17+09:00,Skill.json|Skill_Indicator.json,2
