standardId,group,heroCode,heroKey,heroName,heroEnglishName,slot,skillId,passiveSkillId,skillName,skillType,icon,maxLevel,levels,levelCodes,hasIndicatorTable,extensionName,hasExtension,coefficientText,description,textSource,sourceFiles,sourceUpdatedAt
002-aya-normal-attack-1002000,1002000,2,Aya,阿雅,Aya,,AyaNormalAttack,None,아야 기본공격,NormalAttack,SkillIcon_9999999,1,1,1002001,true,AyaNormalAttackData,true,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
002-aya-p-1002100,1002100,2,Aya,阿雅,Aya,P,None,AyaPassive,阿雅之正义,Passive,SkillIcon_1002100,3,1|2|3,1002101|1002102|1002103,true,AyaPassiveData,true,阿雅遇到攻击自动生成护盾，{0}秒内防御{1}(+攻击力的{2})(+技能增幅{4}) 伤害。 每当阿雅攻击敌人时，「阿雅之正义」冷却时间减少{3}秒。,无消耗 / 冷却25秒 当阿雅受到攻击时，她的周身会出现一个护盾，在一段时间内抵御伤害。 每当她攻击敌人时，「阿雅之正义」的技能冷却时间会减少。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
002-aya-q-1002200,1002200,2,Aya,阿雅,Aya,Q,AyaActive1,None,二连射,Active,SkillIcon_1002200,5,1|2|3|4|5,1002201|1002202|1002203|1002204|1002205,true,AyaActive1Data,true,阿雅朝着目标连续射击两次。第一次造成攻击力的{3} * (普攻增幅)普攻伤害，第二次造成{1}(+攻击力的{0})(+技能增幅{2})技能伤害，阿雅的攻击速度在{4}秒内增加{5}。,无消耗 / 冷却10秒 阿雅朝着目标连续射击两次。阿雅在一段时间内的攻击速度会增加。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
002-aya-w-1002300,1002300,2,Aya,阿雅,Aya,W,AyaActive2,None,稳定射击,Active,SkillIcon_1002300,5,1|2|3|4|5,1002301|1002302|1002303|1002304|1002305,true,AyaActive2Data,true,阿雅{3}秒内朝目标方向连续射击{4}次。子弹命中敌人造成 {0}(+攻击力的{1})(+技能增幅的{5})技能伤害。 阿雅每增加{6}额外攻击速度，可发射的子弹数也会随之增加，最大可以增加至{7}发。,无消耗 / 冷却10秒 阿雅朝着一个方向射击。根据额外攻速增加发射的子弹数。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
002-aya-e-1002400,1002400,2,Aya,阿雅,Aya,E,AyaActive3,None,转弯,Active,SkillIcon_1002400,5,1|2|3|4|5,1002401|1002402|1002403|1002404|1002405,true,AyaActive3Data,true,阿雅朝着指定方向快速移动。 返还{0}二连射和稳定射击的冷却。,无消耗 / 冷却15秒 阿雅朝着指定方向快速移动。 返还二连射和稳定射击部分冷却。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
002-aya-r-1002500,1002500,2,Aya,阿雅,Aya,R,AyaActive4,None,空弹,UltimateActive,SkillIcon_1002500,3,1|2|3,1002501|1002502|1002503,true,AyaActive4Data,true,阿雅持枪举向天空蓄力发射空弹，对周围敌人造成{1}(+攻击力的{2})(+技能增幅的{3})技能伤害，使敌人陷入{0}秒恐惧状态。,无消耗 / 冷却80秒 阿雅向天空发射空弹给周围的敌人造成技能伤害并使敌人陷入恐惧状态。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
003-fiora-normal-attack-1003000,1003000,3,Fiora,菲欧娜,Fiora,,FioraNormalAttack,None,피오라 기본공격,NormalAttack,SkillIcon_9999999,1,1,1003001,true,FioraNormalAttackData,true,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
003-fiora-p-1003100,1003100,3,Fiora,菲欧娜,Fiora,P,None,FioraPassive,刺击,Passive,SkillIcon_1003100,3,1|2|3,1003101|1003102|1003103,true,FioraPassiveData,true,菲欧娜每次使用技能命中敌人，可以叠加刺击标识。使用技能命中持有{0}次叠层的敌人时，将对敌人造成{7}(+技能增幅{6})额外技能伤害，菲欧娜体力恢复{9}(+技能增幅{8})，且移动速度在{2}秒内增加{3}后逐渐减缓。菲欧娜长刺的剩余冷却时间减少{4}，其他基本技能剩余冷却时间减少{5}。,无消耗 菲欧娜每次使用技能命中敌人，可以叠加刺击标识。达到叠层上限后，技能命中时将对敌人造成额外技能伤害，菲欧娜恢复体力且移动速度在增加后逐渐减缓。减少菲欧娜基本技能剩余冷却时间。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
003-fiora-q-1003200,1003200,3,Fiora,菲欧娜,Fiora,Q,FioraActive1,None,长刺,Active,SkillIcon_1003200,5,1|2|3|4|5,1003201|1003202|1003203|1003204|1003205,true,FioraActive1Data,true,菲欧娜朝指定方向进攻，命中的敌人承受{0}(+技能增幅的{13})技能伤害。在范围末端被刺伤的敌人承受{7}(+技能增幅的{15})技能伤害，{6}秒间移动速度减少{4}，并被赋予2个刺击标识。,无消耗 / 冷却8秒 菲欧娜朝指定方向进攻，对命中的敌人造成技能伤害。在范围末端被刺伤的敌人承受更大的技能伤害，减少移动速度的同时被赋予2个刺击标识。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
003-fiora-w-1003300,1003300,3,Fiora,菲欧娜,Fiora,W,FioraActive2,None,复杂进攻,Active,SkillIcon_1003300,5,1|2|3|4|5,1003301|1003302|1003303|1003304|1003305,true,FioraActive2Data,true,菲欧娜快速向前挥剑两次，每次造成{3}(+技能增幅{10})技能伤害。,无消耗 / 冷却7秒 菲欧娜快速向前挥剑两次，造成技能伤害。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
003-fiora-e-1003400,1003400,3,Fiora,菲欧娜,Fiora,E,FioraActive3_1,None,前进&后退,Active,SkillIcon_1003400,5,1|2|3|4|5,1003401|1003402|1003403|1003404|1003405,true,,false,前进 : 菲欧娜向指定方向突进，对碰撞的敌人造成{0}(+技能增幅{14})伤害。 命中时在{4}秒内可以使用后退技能。 后退 : 菲欧娜向指定方向突进。,无消耗 / 冷却8.5秒 前进 : 菲欧娜向指定方向突进，对碰撞的敌人造成伤害。命中时可以使用后退技能。 后退 : 菲欧娜向指定方向突进。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
003-fiora-active-1003410,1003410,3,Fiora,菲欧娜,Fiora,,FioraActive3_2,None,前进&后退,Active,SkillIcon_1003400,5,1|2|3|4|5,1003411|1003412|1003413|1003414|1003415,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
003-fiora-r-1003500,1003500,3,Fiora,菲欧娜,Fiora,R,FioraActive4_1,FioraActive4Passive,飞刺,UltimateActive,SkillIcon_1003500,3,1|2|3,1003501|1003502|1003503,true,,false,菲欧娜向指定方向短距离突进发起攻击，造成{1}(+技能增幅{12})技能伤害，敌人的移动速度在{9}秒间减少{10}。 飞刺技能最多可以额外使用2次。 第三次施法时，造成{16}(+技能增幅{17})技能伤害并使敌人晕厥{15}秒。,无消耗 / 冷却70秒 菲欧娜向指定方向短距离突进发起攻击，造成技能伤害并使敌人的移动速度减少。当菲欧娜和敌人的距离较近时，将在原地施法技能。 飞刺技能最多可以额外使用2次。 最后一次施法时，将造成更强的技能伤害并使敌人陷入晕厥。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
003-fiora-ultimate-active-1003510,1003510,3,Fiora,菲欧娜,Fiora,,FioraActive4_2,None,飞刺,UltimateActive,SkillIcon_1003500,3,1|2|3,1003511|1003512|1003513,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
003-fiora-ultimate-active-1003520,1003520,3,Fiora,菲欧娜,Fiora,,FioraActive4_3,None,飞刺,UltimateActive,SkillIcon_1003500,3,1|2|3,1003521|1003522|1003523,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
004-magnus-normal-attack-1004000,1004000,4,Magnus,马格努斯,Magnus,,MagnusNormalAttack,None,매그너스 기본공격,NormalAttack,SkillIcon_9999999,1,1,1004001,true,MagnusNormalAttackData,true,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
004-magnus-p-1004100,1004100,4,Magnus,马格努斯,Magnus,P,None,MagnusPassive,意志,Passive,SkillIcon_1004100,3,1|2|3,1004101|1004102|1004103,true,MagnusPassiveData,true,马格努斯每次使用普攻命中敌人实验体时，将获得{3}个意志叠层；使用技能命中时，获得{4}个叠层。每个意志叠层增加{0}防御力，最多可以叠加{1}次。达到叠层上限时，马格努斯每秒体力再生增加{2}。,无消耗 马格努斯每次使用普攻或者技能命中时，防御力增加。 达到叠层上限时，增加体力再生。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
004-magnus-q-1004200,1004200,4,Magnus,马格努斯,Magnus,Q,MagnusActive1,None,破碎弹,Active,SkillIcon_1004200,5,1|2|3|4|5,1004201|1004202|1004203|1004204|1004205,true,MagnusActive1Data,true,马格努斯挥动武器，碎裂的石头碎片四处飞溅，对敌人造成 {0}(+额外攻击力的{1})(+技能增幅的{3})的伤害。被石子砸中的目标，{4}秒间移动速度降低{2}并随时间流逝慢慢恢复。,无消耗 / 冷却11秒 马格努斯将石头狠狠地砸向地面，利用反弹的力量击向敌人。 被击中的敌人，其移动速度在4秒内会被降低。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
004-magnus-w-1004300,1004300,4,Magnus,马格努斯,Magnus,W,MagnusActive2,None,17对1,Active,SkillIcon_1004300,5,1|2|3|4|5,1004301|1004302|1004303|1004304|1004305,true,MagnusActive2Data,true,马格努斯挥动武器，{0}秒间对敌人造成{4}(每{10}额外防御力+{11})次{1}(+额外攻击力{3})(+技能增幅{7})(+敌人体力上限{9})的技能伤害。 每次技能命中，都会减少{6}秒冷却时间。使用技能期间，负面效果抵御增加{8}。,无消耗 / 冷却14秒 马格努斯挥动武器，对范围内的所有敌人造成伤害。额外防御力越高，挥动武器的次数越多。 技能每次命中时，冷却都会减少。 使用技能期间增加负面效果抵御。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
004-magnus-e-1004400,1004400,4,Magnus,马格努斯,Magnus,E,MagnusActive3,None,猛击,Active,SkillIcon_1004400,5,1|2|3|4|5,1004401|1004402|1004403|1004404|1004405,true,MagnusActive3Data,true,马格努斯猛击指定的敌人，对其造成{0}(+额外攻击力{5})(+技能增幅{4})(+目标体力上限{1})的技能伤害并将向左侧击退。被击退的目标撞至墙壁时，将承受{6}(+额外攻击力{9})(+技能增幅{8})(+目标体力上限{7})额外技能伤害并陷入{3}秒的晕厥。,无消耗 / 冷却11秒 马格努斯猛击指定的敌人，对其造成技能伤害并将向左侧击退。 被击退的目标撞至墙壁时，将承受额外技能伤害并在一段时间内陷入晕厥。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
004-magnus-r-1004500,1004500,4,Magnus,马格努斯,Magnus,R,MagnusActive4,MagnusActive4Passive,暴走飞车,UltimateActive,SkillIcon_1004500,3,1|2|3,1004501|1004502|1004503,true,MagnusActive4Data,true,马格努斯启动摩托车，{0}秒间向指定的方向移动，获得{5}个意志叠层。摩托车的速度逐渐变快并在{3}秒后达到上限。摩托车和敌人或墙壁发生碰撞时，造成{1}(+额外攻击力{2})(+技能增幅{4})(+目标当前体力{21})的技能伤害。 再次使用技能时，摩托车继续向前移动，马格努斯会立即跳下摩托车逃离。,无消耗 / 冷却80秒 马格努斯骑摩托车，向指定的方向移动获得意志叠层。摩托车的速度逐渐变快。摩托车撞到敌人或者墙壁时，造成技能伤害。 再次使用技能时，摩托车继续向前移动，马格努斯会立即跳下摩托车逃离。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
005-zahir-normal-attack-1005000,1005000,5,Zahir,扎希尔,Zahir,,ZahirNormalAttack,None,자히르 기본공격,NormalAttack,SkillIcon_9999999,1,1,1005001,true,ZahirNormalAttackData,true,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
005-zahir-p-1005100,1005100,5,Zahir,扎希尔,Zahir,P,None,ZahirPassive,死神之目,Passive,SkillIcon_1005100,3,1|2|3,1005101|1005102|1005103,true,ZahirPassiveData,true,当扎希尔对敌人使用技能时，赋予敌人可维持{5}秒的「死神之目」标识并获得目标的视野，同时扎希尔的移动速度增加{0}，并在{6}秒间逐渐减少。 当使用技能命中带有「死神之目」标识的敌人时，对敌人造成{1}(+技能增幅的{7})的技能伤害，消耗「死神之目」的同时，该技能也将适用「死神之目」效果。,无消耗 技能命中敌人时对他们标记「死神之目」。 开启「死神之目」不仅可以获得对方的视野，还可以提高扎希尔的移动速度，其各技能命中敌人时，还会对敌人造成额外效果与额外技能伤害。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
005-zahir-q-1005200,1005200,5,Zahir,扎希尔,Zahir,Q,ZahirActive1,None,那罗延法宝,Active,SkillIcon_1005200,5,1|2|3|4|5,1005201|1005202|1005203|1005204|1005205,true,ZahirActive1Data,true,扎希尔借助神力，在一定范围内造成{0}(+技能增幅的{7})的技能伤害。 死神之目效果 : 造成{2}(+技能增幅的{8})强化的技能伤害。,无消耗 / 冷却6秒 扎希尔借助神力，在一定范围内对敌人造成伤害。 死神之目效果 : 增加伤害量。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
005-zahir-w-1005300,1005300,5,Zahir,扎希尔,Zahir,W,ZahirActive2,ZahirActive2Passive,甘狄拔,Active,SkillIcon_1005300,5,1|2|3|4|5,1005301|1005302|1005303|1005304|1005305,true,ZahirActive2Data,true,被动效果 : 当扎希尔使用除甘狄拔外的任一技能击中敌人时，能获得{2}个飞轮，最多可以获得{3}个飞轮。 每次使用甘狄拔都会消耗一个飞轮，扎希尔朝着指定方向发射飞轮，对击中的敌人造成{0}(+技能增幅{8})的技能伤害。 死神之目效果 : 命中时那罗延法宝和风神法宝技能冷却时间缩减{7}。,无消耗 / 冷却0.55秒(蓄能7秒) 扎希尔朝指定的方向发射飞轮，对敌人造成伤害。 每隔一段时间可以获得一个风轮，使用除甘狄拔外的技能成功击中目标时，可以获得2个风轮。 死神之目效果 : 命中时缩减那罗延法宝和风神法宝技能冷却时间。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
005-zahir-e-1005400,1005400,5,Zahir,扎希尔,Zahir,E,ZahirActive3,None,风神法宝,Active,SkillIcon_1005400,5,1|2|3|4|5,1005401|1005402|1005403|1005404|1005405,true,ZahirActive3Data,true,扎希尔朝着目标方向发射一阵风力，对敌人造成{0}(+技能增幅{5})的技能伤害。被击中的敌人悬空{2}秒。 死神之目效果 : 使被击中的敌人悬空{4}秒。,无消耗 / 冷却15秒 扎希尔召唤出疾风，对敌人造成伤害。被击中的目标悬空。 死神之目效果 : 命中的目标悬空时间更长。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
005-zahir-r-1005500,1005500,5,Zahir,扎希尔,Zahir,R,ZahirActive4,None,跋尔伽婆,UltimateActive,SkillIcon_1005500,3,1|2|3,1005501|1005502|1005503,true,ZahirActive4Data,true,扎希尔凝聚精力，向指定的方向依次发射飞轮。最初可对敌人造成{0}(+技能增幅的{4})的技能伤害，之后每0.45秒都能造成{1}(+技能增幅{5})的技能伤害。 如果敌人没有「死神之目」，跋尔伽婆则会对他们标记「死神之目」。,无消耗 / 冷却80秒 扎希尔凝聚精力，向指定的方向依次发射飞轮给敌人造成伤害。 如果敌人没有「死神之目」，则会被标记。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
006-nadine-normal-attack-1006000,1006000,6,Nadine,娜町,Nadine,,NadineNormalAttack,None,나딘 기본공격,NormalAttack,SkillIcon_9999999,1,1,1006001,true,NadineNormalAttackData,true,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
006-nadine-p-1006100,1006100,6,Nadine,娜町,Nadine,P,None,NadinePassive,野性,Passive,SkillIcon_1006100,3,1|2|3,1006101|1006102|1006103,true,NadinePassiveData,true,娜町参与击杀野生动物或实验体时将获得野性叠层。（叠层上限 : {5}） 鸡 : {0} / 蝙蝠，野猪 : {1} / 野狗，狼，乌鸦 : {2} / 熊 : {3} / 实验体 : {4},无消耗 娜町参与击杀野生动物及实验体时，可以获得野性叠层。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
006-nadine-q-1006200,1006200,6,Nadine,娜町,Nadine,Q,NadineActive1,None,黄牛之眼,Active,SkillIcon_1006200,5,1|2|3|4|5,1006201|1006202|1006203|1006204|1006205,true,NadineActive1Data,true,娜町在{0}秒间凝聚力量，期间移动速度降低至{2}，技能射程与伤害量增加{1}倍。 再次使用技能射箭，对敌人造成{3}(+额外攻击力{5})(+技能增幅的{12})(+野性叠层伤害) ~ {4}(+额外攻击力{6})(+技能增幅的{13})(+野性叠层伤害)的技能伤害。(增加的伤害与娜町的野性重叠成正比。),无消耗 / 冷却7秒 娜町在一定时间内凝聚力气。 在力气凝聚后的一段时间内，移动速度减缓，攻击射程增加。 如果再次使用技能，可再次射箭，对敌人造成技能伤害。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json|SkillExtension.json,2026-05-21T12:00:17+09:00
006-nadine-w-1006300,1006300,6,Nadine,娜町,Nadine,W,NadineActive2_1,None,松鼠陷阱,Active,SkillIcon_1006300,5,1|2|3|4|5,1006301|1006302|1006303|1006304|1006305,true,,false,娜町在指定位置设置松鼠陷阱。{1}秒内可以在重新设置范围内再次设置陷阱，踩到连接陷阱的敌人承受{7}(+额外攻击力{6})(+技能增幅的{11})技能伤害，同时攻速减少{10}，移速减少{3}，并在{4}秒间提供视野给娜町。 由于松鼠陷阱攻速和移速减少的敌人，再次踩到娜町陷阱时只承受陷阱伤害量{9}技能伤害。 连接陷阱在{5}秒后消失，设置上限为3组。,无消耗 / 冷却14秒 娜町朝着指定位置设置松鼠陷阱。一定时间内可以在重新设置范围内再次设置陷阱，对踩到连接陷阱的敌人造成技能伤害，敌人的攻击速度和移动速度减少，娜町在一定时间内可以共享视野。 因松鼠陷阱降低了攻击和移动速度的敌人再次踩到陷阱时，承受的技能伤害会降低。 设置在地面上的连接陷阱只能维持一段时间。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
006-nadine-active-1006310,1006310,6,Nadine,娜町,Nadine,,NadineActive2_2,None,松鼠陷阱,Active,SkillIcon_1006300,5,1|2|3|4|5,1006311|1006312|1006313|1006314|1006315,true,,false,可以再投掷一次松鼠陷阱。,可以再投掷一次松鼠陷阱。,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
006-nadine-e-1006400,1006400,6,Nadine,娜町,Nadine,E,NadineActive3_1,None,猿猴的钢丝绳,Active,SkillIcon_1006400,5,1|2|3|4|5,1006401|1006402|1006403|1006404|1006405,true,,false,娜町朝指定位置发射并设置钢丝绳。{2}m范围内钢丝绳可维持{1}秒。维持期间娜町的攻击速度会提高{3}(+技能增幅的{5})。 再次使用技能，钢丝绳会将娜町瞬间移动至发射处，攻击速度增加时间持续{4}秒。,无消耗 / 冷却17秒 娜町朝着指定位置发射钢丝绳。 安装好的钢丝绳可以维持一段时间。在此期间，娜町的攻击速度增加。 再次使用技能，钢丝绳会将娜町瞬间移动至发射处。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
