generatedAt,standardId,heroCode,heroKey,heroEnglishName,heroName,slot,rawChangeText,currentValueText,sourceType,sourceUrl,sourceTitle,sourceDate,language,confidence,notes
2026-05-21T23:47:19.390Z,hisui.q.official_patch_3572.change_1,78,Hisui,Hisui,翡翠,Q,Rengeki(Q) 2nd Hit Damage 70/85/100/115/130(+Extra Attack Power 90/95/100/105/110%) → 70/85/100/115/130 (+Extra Attack Power 100/105/110/115/120%),70/85/100/115/130 (+Extra Attack Power 100/105/110/115/120%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,darko.unknown.official_patch_3572.change_1,74,Darko,Darko,达尔科,,Damage Dealt 96% → 100%,100%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,katja.unknown.official_patch_3572.change_1,72,Katja,Katja,卡缇娅,,Attack Power per Level 4.3 → 4.5,4.5,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,kenneth.p.official_patch_3572.change_1,71,Kenneth,Kenneth,肯尼思,P,Suppressed Rage(P) HP Recovery 40(+Attack Power 5%)% of Damage Dealt → 40 (+Attack Power 6%)%,40 (+Attack Power 6%)%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,kenneth.unknown.official_patch_3572.change_2,71,Kenneth,Kenneth,肯尼思,,Max HP Recovery 20/30/40(+Attack Power 5%) → 30/40/50(+Attack Power 6%),30/40/50(+Attack Power 6%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,kenneth.e.official_patch_3572.change_3,71,Kenneth,Kenneth,肯尼思,E,Fierce Attack(E) Damage 8/16/24/32/40(+Attack Power 20%) → 8/16/24/32/40 (+Attack Power 25%),8/16/24/32/40 (+Attack Power 25%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,kenneth.unknown.official_patch_3572.change_4,71,Kenneth,Kenneth,肯尼思,,Damage Dealt 103% → 100%,100%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,vanya.unknown.official_patch_3572.change_1,64,Vanya,Vanya,万尼亚,,Damage Dealt 98% → 100%,100%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,vanya.unknown.official_patch_3572.change_2,64,Vanya,Vanya,万尼亚,,Damage Taken 95% → 93%,93%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,isaac.r.official_patch_3572.change_1,59,Isaac,Isaac,伊萨克,R,The Heavy Hand of the Law(R) Damage 80/140/200(+Attack Power 100%) → 120/180/240 (+Attack Power 100%),120/180/240 (+Attack Power 100%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,haze.unknown.official_patch_3572.change_1,58,Haze,Haze,海因茨,,Damage Taken 96% → 98%,98%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,piolo.q.official_patch_3572.change_1,56,Piolo,Piolo,皮奥洛,Q,Helicopter Spin(Q1) Enhanced Damage 30/40/50/60/70(+Skill Amplification 25%) → 20/30/40/50/60 (+Skill Amplification 25%),20/30/40/50/60 (+Skill Amplification 25%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,karla.e.official_patch_3572.change_1,54,Karla,Karla,卡拉,E,Grappling Maneuver(E) Damage 60/100/140/180/220(+Attack Power 50%)(+Skill Amplification 60%) → 60/100/140/180/220(+Attack Power 50%) (+Skill Amplification 80%),60/100/140/180/220(+Attack Power 50%) (+Skill Amplification 80%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,adina.unknown.official_patch_3572.change_1,52,Adina,Adina,阿迪娜,,Damage Taken 94% → 96%,96%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,elena.p.official_patch_3572.change_1,50,Elena,Elena,埃琳娜,P,Winter Queen's Dominion(P) Damage 10/30/50(+Skill Amplification 20%)(+Target's Max HP 6/8/10%) → 10/30/50 (+Skill Amplification 30%)(+Target's Max HP 7/9/11%),10/30/50 (+Skill Amplification 30%)(+Target's Max HP 7/9/11%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,tia.unknown.official_patch_3572.change_1,48,Tia,Tia,蒂娅,,Damage Taken 92% → 90%,90%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,celine.unknown.official_patch_3572.change_1,43,Celine,Celine,席琳,,Damage Taken 94% → 96%,96%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,bianca.p.official_patch_3572.change_1,42,Bianca,Bianca,比安卡,P,Bloodletting(P) Damage 30/65/100(+Skill Amplification 40%)(+Target's Max HP 4%) → 30/70/110 (+Skill Amplification 40%) (+Target's Max HP 5%),30/70/110 (+Skill Amplification 40%) (+Target's Max HP 5%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,johann.q.official_patch_3572.change_1,41,Johann,Johann,约翰,Q,Radiant Brilliance(Q) Enhanced HP Recovery 30/45/60/75/90(+Skill Amplification 15%) → 20/35/50/65/80 (+Skill Amplification 15%),20/35/50/65/80 (+Skill Amplification 15%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,jenny.unknown.official_patch_3572.change_1,38,Jenny,Jenny,珍妮,,Damage Dealt 96% → 98%,98%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,jenny.unknown.official_patch_3572.change_2,38,Jenny,Jenny,珍妮,,Damage Taken 94% → 93%,93%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,daniel.unknown.official_patch_3572.change_1,37,Daniel,Daniel,丹尼尔,,Attack Power per level 4.6 → 4.7,4.7,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,daniel.e.official_patch_3572.change_2,37,Daniel,Daniel,丹尼尔,E,Shadow Glide(E) Damage 20/40/60/80/100(+Extra Attack Power 55%) → 20/40/60/80/100 (+Extra Attack Power 60%),20/40/60/80/100 (+Extra Attack Power 60%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,daniel.unknown.official_patch_3572.change_3,37,Daniel,Daniel,丹尼尔,,Damage Dealt 98% → 100%,100%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,eva.q.official_patch_3572.change_1,36,Eva,Eva,伊娃,Q,Light Triad(Q) Explosion Damage 45/80/115/150/185(+Skill Amplification 40%) → 40/70/100/130/160 (+Skill Amplification 40%),40/70/100/130/160 (+Skill Amplification 40%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,eva.w.official_patch_3572.change_2,36,Eva,Eva,伊娃,W,Quantum Entanglement(W) Damage 60/85/110/135/160(+Attack Power90%) → 60/ 90/120/150/180 (+Attack Power90%),60/ 90/120/150/180 (+Attack Power90%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,eva.unknown.official_patch_3572.change_3,36,Eva,Eva,伊娃,,Damage 60/85/110/135/160(+Attack Power90%) → 60/ 90/120/150/180 (+Attack Power90%),60/ 90/120/150/180 (+Attack Power90%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,eva.unknown.official_patch_3572.change_4,36,Eva,Eva,伊娃,,Min 20/30/40/50/60(+Attack Power 60%) → 40/50/60/70/80 (+Attack Power 60%),40/50/60/70/80 (+Attack Power 60%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,eva.unknown.official_patch_3572.change_5,36,Eva,Eva,伊娃,,Max 30/45/60/75/90(+Attack Power90%) → 60/75/90/105/120 (+Attack Power90%),60/75/90/105/120 (+Attack Power90%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,eva.p.official_patch_3572.change_6,36,Eva,Eva,伊娃,P,Eye of Azrael(P) Damage 30/50/70(+Skill Amplification 25%) → 40/60/80 (+Skill Amplification 25%),40/60/80 (+Skill Amplification 25%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,jan.r.official_patch_3572.change_1,35,Jan,Jan,扬,R,The Tetragon(R) Damage 100/200/300(+Extra Attack Power 80%)(+Skill Amplification 40%) → 100/200/300(+Extra Attack Power 80%) (+Skill Amplification 45%),100/200/300(+Extra Attack Power 80%) (+Skill Amplification 45%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,nathapon.q.official_patch_3572.change_1,34,Nathapon,Nathapon,纳塔朋,Q,Snapshot(Q) Damage 50/90/130/170/210(+Skill Amplification 75%) → 50/90/130/170/210 (+Skill Amplification 80%),50/90/130/170/210 (+Skill Amplification 80%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,nathapon.unknown.official_patch_3572.change_2,34,Nathapon,Nathapon,纳塔朋,,Damage Taken 96% → 98%,98%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,william.unknown.official_patch_3572.change_1,32,William,William,威廉,,Attack Power per level 4.1 → 4.3,4.3,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,rio.q.official_patch_3572.change_1,31,Rio,Rio,莉央,Q,Kyudo Instinct(Q) Daikyu Basic Attack Damage (Attack Power 104%) * (Basic Attack Amplification) → (Attack Power 103%) * (Basic Attack Amplification),(Attack Power 103%) * (Basic Attack Amplification),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,leon.unknown.official_patch_3572.change_1,29,Leon,Leon,里昂,,Damage Taken 90% → 93%,93%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,leon.unknown.official_patch_3572.change_2,29,Leon,Leon,里昂,,Damage Taken 92% → 95%,95%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,luke.r.official_patch_3572.change_1,22,Luke,Luke,卢克,R,Pressure Washer(R) Additional Damage per Mark Stack 20/45/70(+Attack Power 10%)(+Target's Max HP 2%) → 20/45/70 (+Attack Power 13%) (+Target's Max HP 2%),20/45/70 (+Attack Power 13%) (+Target's Max HP 2%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,rozzi.unknown.official_patch_3572.change_1,21,Rozzi,Rozzi,洛兹,,Damage Dealt 93% → 95%,95%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,silvia.unknown.official_patch_3572.change_1,16,Silvia,Silvia,西尔维娅,,Damage Taken 90% → 92%,92%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,sissela.unknown.official_patch_3572.change_1,15,Sissela,Sissela,希瑟拉,,Damage Taken 94% → 97%,97%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,xiukai.q.official_patch_3572.change_1,13,Xiukai,Xiukai,修凯,Q,Lost in the Sauce(Q) Damage 60/100/140/180/220(+Skill Amplification 70%)(+Target's Current HP 25%) → 80/120/160/200/240 (+Skill Amplification 70%)(+Target's Current HP 25%),80/120/160/200/240 (+Skill Amplification 70%)(+Target's Current HP 25%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,hart.unknown.official_patch_3572.change_1,8,Hart,Hart,哈特,,Damage Dealt 96% → 98%,98%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,hyunwoo.q.official_patch_3572.change_1,7,Hyunwoo,Hyunwoo,玄佑,Q,Stomping Foot(Q) Damage 50/100/150/200/250(+Extra Attack Power 60%)(+Skill Amplification 80%) → 50/100/150/200/250(+Extra Attack Power 60%) (+Skill Amplification 85%),50/100/150/200/250(+Extra Attack Power 60%) (+Skill Amplification 85%),official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,hyunwoo.unknown.official_patch_3572.change_2,7,Hyunwoo,Hyunwoo,玄佑,,Damage Dealt 100% → 102%,102%,official_patch_note,https://playeternalreturn.com/posts/news/3572?hl=en-US,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",2026-05-13T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
