generatedAt,heroCode,heroKey,heroEnglishName,heroName,slot,skillGroup,skillId,wikiSkillName,wikiDamageParts,wikiScalingText,wikiDescriptionDamageText,wikiSourceUrl,wikiSourceDate,candidateOfficialPatchCount,latestOfficialPatchDate,latestOfficialPatchTitle,latestOfficialPatchUrl,latestOfficialCurrentValueText,officialPatchCandidates,recommendedUse
2026-05-21T23:49:54.024Z,11,Yuki,Yuki,雪,W,1011300,YukiActive2,Button Up,"Description Damage: Passive: the cooldown of Button Up is reduced by 1 seconds each time Yuki deals damage |  While using Button Up, damage taken is reduced by 10(+15% Attack Power)%",(+15% Attack Power),"Passive: the cooldown of Button Up is reduced by 1 seconds each time Yuki deals damage |  While using Button Up, damage taken is reduced by 10(+15% Attack Power)%",https://eternalreturn.fandom.com/wiki/Yuki,2026-02-05T18:28:33Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,13,Xiukai,Xiukai,修凯,E,1013400,XiukaiActive3_1,Wok It Off,[Wok It Off] Damage: 50 | [Wok It Off] Damage: 75 | [Wok It Off] Damage: 100 | [Wok It Off] Damage: 125 | [Wok It Off] Damage: 150 | [Heavy Meal] Damage: 60 | [Heavy Meal] Damage: 95 | [Heavy Meal] Damage: 130 | [Heavy Meal] Damage: 165 | [Heavy Meal] Damage: 200,(+70% Skill Amp) | (+7% Max HP) | (+9% Max HP)," He deals 50(+70% Skill Amp)(+7% Max HP) skill damage to the enemy and nearby enemies hit, pushing them back slightly and sending them airborne for 0 |  Heavy Meal: Xiukai slams his giant wok on the ground, dealing 60(+70% Skill Amp)(+9% Max HP) skill damage to enemies in the area and slowing them by 30% for 1",https://eternalreturn.fandom.com/wiki/Xiukai,2025-06-25T19:36:56Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,13,Xiukai,Xiukai,修凯,Q,1013200,XiukaiActive1,Lost in the Sauce,Damage: 80 | Damage: 120 | Damage: 160 | Damage: 200 | Damage: 240,(+75% Skill Amp) | (+8% Max HP),"Xiukai throws his sauce barrel in the targeted direction, dealing 80(+75% Skill Amp)(+8% Max HP) skill damage to enemies hit",https://eternalreturn.fandom.com/wiki/Xiukai,2025-06-25T19:36:56Z,2,2026-05-13T08:00:00.000000Z,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",https://playeternalreturn.com/posts/news/3572?hl=en-US,80/120/160/200/240 (+Skill Amplification 70%)(+Target's Current HP 25%),[2026-05-13T08:00:00.000000Z] Lost in the Sauce(Q) Damage 60/100/140/180/220(+Skill Amplification 70%)(+Target's Current HP 25%) → 80/120/160/200/240 (+Skill Amplification 70%)(+Target's Current HP 25%) <https://playeternalreturn.com/posts/news/3572?hl=en-US> || [2026-01-21T08:00:10.000000Z] Lost in the Sauce (Q) Damage 80/120/160/200/240(+Skill Amplification 75%)(+Max HP 8%) → 60/100/140/180/220(+Skill Amplification 70%)(+Target's Current HP 25%) <https://playeternalreturn.com/posts/news/3306?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,13,Xiukai,Xiukai,修凯,R,1013500,XiukaiActive4,Burnt to a Crisp,Damage: 60 | Damage: 95 | Damage: 130,(+50% Skill Amp) | (+3.5% Max Hp),5% Max Hp) skill damage to enemies in a cone in front of him,https://eternalreturn.fandom.com/wiki/Xiukai,2025-06-25T19:36:56Z,3,2026-03-04T08:00:00.000000Z,"[Edited] PATCH NOTES 10.4 - March 5TH, 2026",https://playeternalreturn.com/posts/news/3406?hl=en-US,60/95/130 (+Skill Amplification 50%) (+Max HP 5%),[2026-03-04T08:00:00.000000Z] Burnt to a Crisp(R) Damage 60/95/130(+Skill Amplification 55%)(+Max HP 5%) → 60/95/130 (+Skill Amplification 50%) (+Max HP 5%) <https://playeternalreturn.com/posts/news/3406?hl=en-US> || [2025-11-12T08:00:00.000000Z] Burnt to a Crisp(R) Damage 60/95/130(+Skill Amplification 55%)(+Max HP 4%) → 60/95/130(+Skill Amplification 55%) (+Max HP 5%) <https://playeternalreturn.com/posts/news/3163?hl=en-US> || [2025-09-17T08:00:00.000000Z] Burnt to a Crisp(R) Damage 60/95/130(+Skill Amplification 50%)(+Max HP 3.5%) → 60/95/130(+Skill Amplification 55%) (+Max HP 4%) <https://playeternalreturn.com/posts/news/3030?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,14,Chiara,Chiara,奇娅拉,E,1014400,ChiaraActive3,Mania,Damage: 50 | Damage: 70 | Damage: 90 | Damage: 110 | Damage: 130 | Extra Damage: 40 | Extra Damage: 70 | Extra Damage: 100 | Extra Damage: 130 | Extra Damage: 160,(+40% Skill Amp) | (+70% Skill Amp),"Chiara sends out a shackle in the targeted direction, dealing 50(+40% Skill Amp) skill damage to enemies hit and linking them to Chiara |  If the link is maintained for 2 seconds, she deals 40(+70% Skill Amp) skill damage and roots the enemy for 1",https://eternalreturn.fandom.com/wiki/Chiara,2025-06-25T19:40:15Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,14,Chiara,Chiara,奇娅拉,Q,1014200,ChiaraActive1,Hand of Corruption,Damage: 60 | Damage: 90 | Damage: 120 | Damage: 150 | Damage: 180 | Extra Damage: 10 | Extra Damage: 20 | Extra Damage: 30 | Extra Damage: 40 | Extra Damage: 50,(+70% Skill Amp) | (+8% Skill Amp) | (+5% Skill Amp) | (10 HP per Hand of Corruption hit),"Chiara shoots out corrupted energy, dealing 60(+70% Skill Amp) skill damage |  Hitting with corrupted energy several times deals an additional 10(+8% Skill Amp) skill damage per hit, starting from the second hit",https://eternalreturn.fandom.com/wiki/Chiara,2025-06-25T19:40:15Z,4,2026-04-15T08:00:00.000000Z,"PATCH NOTES 10.7 - APRIL 16TH, 2026",https://playeternalreturn.com/posts/news/3504?hl=en-US,13/16/19/22/25(+Skill Amplification 4%),[2026-04-15T08:00:00.000000Z] Hand of Corruption(Q) HP Recovery 10/13/16/19/22(+Skill Amplification 3%) → 13/16/19/22/25(+Skill Amplification 4%) <https://playeternalreturn.com/posts/news/3504?hl=en-US> || [2026-01-21T08:00:10.000000Z] Hand of Corruption(Q) HP Recovery 14/18/22/26/30(+Skill Amplification 4%) → 10/13/16/19/22(+Skill Amplification 3%) <https://playeternalreturn.com/posts/news/3306?hl=en-US> || [2025-08-08T07:09:00.000000Z] Hand of Corruption(Q) Damage 60/90/120/150/180(+Skill Amplification 70%) → 60/90/120/150/180 (+Skill Amplification 65%) <https://playeternalreturn.com/posts/news/2933?hl=en-US> || [2025-07-09T08:01:00.000000Z] Hand of Corruption (Q) HP Recovery 10/13/16/19/22(+Skill Amplification 5%) → 14/18/22/26/30(+Skill Amplification 4%) <https://playeternalreturn.com/posts/news/2828?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,14,Chiara,Chiara,奇娅拉,R,1014500,ChiaraActive4Transform,Plague / Last Judgement,Damage Over Time: 50 | Damage Over Time: 60 | Damage Over Time: 70 | Judgement Damage: 100 | Judgement Damage: 150 | Judgement Damage: 200,(+25% Skill Amp) | (+5% Skill Amp) | (+40% Skill Amp)," Enemies within range take 50(+25% Skill Amp) skill damage per 1 seconds |  Last Judgement: Chiara descends quickly upon her target, dealing 100(+40% Skill Amp) true damage |  Test subjects with Stacks of Stigma take 10% increased damage per Stack",https://eternalreturn.fandom.com/wiki/Chiara,2025-06-25T19:40:15Z,11,2026-02-13T13:00:00.000000Z,"PATCH NOTES 10.3 - February 19TH, 2026",https://playeternalreturn.com/posts/news/3374?hl=en-US,12/17/22 (+Skill Amplification 4%),[2026-02-13T13:00:00.000000Z] Plague(R) HP Recovery 7/11/15(+Skill Amplification 4%) → 12/17/22 (+Skill Amplification 4%) <https://playeternalreturn.com/posts/news/3374?hl=en-US> || [2026-02-13T13:00:00.000000Z] Last Judgement(R2) Damage 90/130/170(+Skill Amplification 30%) → 70/110/150(+Skill Amplification 25%) <https://playeternalreturn.com/posts/news/3374?hl=en-US> || [2026-02-13T13:00:00.000000Z] Last Judgement(R2) Per Stigma Stack Damage Increase 15% → 20% <https://playeternalreturn.com/posts/news/3374?hl=en-US> || [2026-01-21T08:00:10.000000Z] Plague(R) HP Recovery 10/15/20(+Skill Amplification 5%) → 7/11/15(+Skill Amplification 4%) <https://playeternalreturn.com/posts/news/3306?hl=en-US> || [2025-09-03T08:00:00.000000Z] Plague(R) Consecutive Damage 50/60/70(+Skill Amplification 25%) → 60/70/80 (+Skill Amplification 25%) <https://playeternalreturn.com/posts/news/3000?hl=en-US> || [2025-08-06T08:00:00.000000Z] Last Judgement(R2) Damage 100/150/200(+Skill Amplification 35%) → 90/130/170(+Skill Amplification 30%) <https://playeternalreturn.com/posts/news/2916?hl=en-US> || [2025-08-06T08:00:00.000000Z] Last Judgement(R2) Damage Increase per Stigma Stack 10% → 15% <https://playeternalreturn.com/posts/news/2916?hl=en-US> || [2025-07-16T08:00:00.000000Z] Plague(R) HP Recovery 7/11/15(+Skill Amplification 4%) → 10/14/18 (+Skill Amplification 4%) <https://playeternalreturn.com/posts/news/2852?hl=en-US> || [2025-07-11T09:55:00.000000Z] Plague(R) Consecutive Damage 50/60/70(+Skill Amplification 22%) → 50/60/70 (+Skill Amplification 25%) <https://playeternalreturn.com/posts/news/2844?hl=en-US> || [2025-07-09T08:01:00.000000Z] Plague(R) Consecutive Damage 50/60/70(+Skill Amplification 25%) → 50/60/70 (+Skill Amplification 22%) <https://playeternalreturn.com/posts/news/2828?hl=en-US> || [2025-07-09T08:01:00.000000Z] Last Judgement(R2) Damage 100/150/200(+Skill Amplification 40%) → 100/150/200 (+Skill Amplification 35%) <https://playeternalreturn.com/posts/news/2828?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,14,Chiara,Chiara,奇娅拉,W,1014300,ChiaraActive2,Depraved Prayer,Damage: 40 | Damage: 70 | Damage: 100 | Damage: 130 | Damage: 160,(+50% Skill Amp) | (+75% Skill Amp) | (+55% Skill Amp) | (+6% of target's Max HP),Chiara creates a shield that absorbs 90(+50% Skill Amp) - 135(+75% Skill Amp) damage based on her lost HP for 6 seconds |  Enemies in range take 40(+55% Skill Amp)(+6% of target's Max HP) skill damage from the explosion,https://eternalreturn.fandom.com/wiki/Chiara,2025-06-25T19:40:15Z,2,2026-04-01T08:00:00.000000Z,"PATCH NOTES 10.6 - APRIL 2ND, 2026",https://playeternalreturn.com/posts/news/3480?hl=en-US,110/130/150/170/190 (+Skill Amplification 50%),[2026-04-01T08:00:00.000000Z] Depraved Prayer(W) Min Shield 90/110/130/150/170(+Skill Amplification 50%) → 110/130/150/170/190 (+Skill Amplification 50%) <https://playeternalreturn.com/posts/news/3480?hl=en-US> || [2025-07-09T08:01:00.000000Z] Depraved Prayer(W) Damage 40/70/100/130/160(+Skill Amplification 55%)(+Target's Max HP 6/7/8/9/10%) → 40/70/100/130/160 (+Skill Amplification 50%) (+Target's Max HP 6/7/8/9/10%) <https://playeternalreturn.com/posts/news/2828?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,14,Chiara,Chiara,奇娅拉,W,1014310,ChiaraActive2ShieldBreak,Depraved Prayer,Damage: 40 | Damage: 70 | Damage: 100 | Damage: 130 | Damage: 160,(+50% Skill Amp) | (+75% Skill Amp) | (+55% Skill Amp) | (+6% of target's Max HP),Chiara creates a shield that absorbs 90(+50% Skill Amp) - 135(+75% Skill Amp) damage based on her lost HP for 6 seconds |  Enemies in range take 40(+55% Skill Amp)(+6% of target's Max HP) skill damage from the explosion,https://eternalreturn.fandom.com/wiki/Chiara,2025-06-25T19:40:15Z,2,2026-04-01T08:00:00.000000Z,"PATCH NOTES 10.6 - APRIL 2ND, 2026",https://playeternalreturn.com/posts/news/3480?hl=en-US,110/130/150/170/190 (+Skill Amplification 50%),[2026-04-01T08:00:00.000000Z] Depraved Prayer(W) Min Shield 90/110/130/150/170(+Skill Amplification 50%) → 110/130/150/170/190 (+Skill Amplification 50%) <https://playeternalreturn.com/posts/news/3480?hl=en-US> || [2025-07-09T08:01:00.000000Z] Depraved Prayer(W) Damage 40/70/100/130/160(+Skill Amplification 55%)(+Target's Max HP 6/7/8/9/10%) → 40/70/100/130/160 (+Skill Amplification 50%) (+Target's Max HP 6/7/8/9/10%) <https://playeternalreturn.com/posts/news/2828?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,15,Sissela,Sissela,希瑟拉,E,1015400,SisselaActive3,Play With Us!,Damage: 90 | Damage: 110 | Damage: 130 | Damage: 150 | Damage: 170,(+20% Skill Amp) | (+60% Skill Amp)," If Wilson hits Sissela, Sissela gains a shield, absorbing 70(+20% Skill Amp) damage for 3 seconds, and reduces this skill’s cooldown by 2 seconds |  If Wilson hits an enemy, the enemy receives 90(+60% Skill Amp) damage and is stunned for 0",https://eternalreturn.fandom.com/wiki/Sissela,2026-04-18T13:58:27Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,15,Sissela,Sissela,希瑟拉,P,1015100,None,Agony,"Description Damage:  HP Regen per second: 2 - 18 Skill Amp: 4 - 20 When Wilson returns to Sissela, her next basic attack deals an additional 30(+35% Skill Amp)(+9 * Character Level) skill damage and slows enemies by 10% for 2 seconds",(+35% Skill Amp) | (+9 * Character Level)," HP Regen per second: 2 - 18 Skill Amp: 4 - 20 When Wilson returns to Sissela, her next basic attack deals an additional 30(+35% Skill Amp)(+9 * Character Level) skill damage and slows enemies by 10% for 2 seconds",https://eternalreturn.fandom.com/wiki/Sissela,2026-04-18T13:58:27Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,15,Sissela,Sissela,希瑟拉,Q,1015200,SisselaActive1,Go Get 'Em Wilson!,Movement Damage: 30 | Movement Damage: 40 | Movement Damage: 50 | Movement Damage: 60 | Movement Damage: 70 | Destination Damage: 70 | Destination Damage: 105 | Destination Damage: 140 | Destination Damage: 175 | Destination Damage: 210,(+30% Skill Amp) | (+65% Skill Amp),"Wilson flies in the targeted direction, dealing 30(+30% Skill Amp) skill damage to enemies in his path, and 70(+65% Skill Amp) skill damage to enemies in range upon arrival",https://eternalreturn.fandom.com/wiki/Sissela,2026-04-18T13:58:27Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,15,Sissela,Sissela,希瑟拉,R,1015500,SisselaActive4,Free at Last,Damage: 150 | Damage: 200 | Damage: 250 | Additional damage proportional to missing HP: 2 | Additional damage proportional to missing HP: 2.5 | Additional damage proportional to missing HP: 3,(+95% Skill Amp)," After 3 seconds, Sissela deals 150(+95% Skill Amp) skill damage to enemy characters within a 20m radius of her, as well as herself |  Sissela deals 2 additional damage for every 1% of her missing HP |  Sissela's HP will not drop below 100 when taking damage from this skill |  Dealing damage with this skill increases the damage from Agony by 100% for 4 seconds",https://eternalreturn.fandom.com/wiki/Sissela,2026-04-18T13:58:27Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,15,Sissela,Sissela,希瑟拉,W,1015300,SisselaActive2,Girl in a Bubble,Damage: 80 | Damage: 120 | Damage: 160 | Damage: 200 | Damage: 240,(+65% Skill Amp),"Wilson embraces Sissela, blocking all damage for 1 |  Wilson explodes when the skill is used again or after expiration, dealing 80(+65% Skill Amp) skill damage to enemies in an area around her",https://eternalreturn.fandom.com/wiki/Sissela,2026-04-18T13:58:27Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,16,Silvia,Silvia,西尔维娅,E,1016400,SilviaHumanActive3,Spare Tire,Minimum Damage: 110 | Minimum Damage: 130 | Minimum Damage: 150 | Minimum Damage: 170 | Minimum Damage: 190 | Maximum Damage: 242 | Maximum Damage: 286 | Maximum Damage: 330 | Maximum Damage: 374 | Maximum Damage: 418,(+50% Skill Amp) | (+110% Skill Amp),"Silvia launches a Spare Tire in the targeted direction, dealing 110(+50% Skill Amp) to 242(+110% Skill Amp) skill damage based on the distance",https://eternalreturn.fandom.com/wiki/Silvia,2025-06-25T19:49:14Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,16,Silvia,Silvia,西尔维娅,Q,1016200,SilviaHumanActive1,Radar Gun,Damage: 60 | Damage: 90 | Damage: 120 | Damage: 150 | Damage: 180,(+60% Skill Amp) | (+15% Skill Amp),"Silvia fires her Radar Gun, dealing 60(+60% Skill Amp) skill damage to enemies hit and healing allies hit for 20(+15% Skill Amp) HP",https://eternalreturn.fandom.com/wiki/Silvia,2025-06-25T19:49:14Z,1,2026-01-21T08:00:10.000000Z,"PATCH NOTES 10.0 PART 2: Characters & Items - JANUARY 22ND, 2026",https://playeternalreturn.com/posts/news/3306?hl=en-US,20/40/60/80/100 (+Skill Amplification 10%),[2026-01-21T08:00:10.000000Z] Radar Gun(Q) HP Recovery 20/40/60/80/100(+Skill Amplification 15%) → 20/40/60/80/100 (+Skill Amplification 10%) <https://playeternalreturn.com/posts/news/3306?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,16,Silvia,Silvia,西尔维娅,W,1016300,SilviaHumanActive2,Finish Line,Damage: 80 | Damage: 100 | Damage: 120 | Damage: 140 | Damage: 160,(+60% Skill Amp),"Silvia sets up a Finish Line in the targeted location, dealing 80(+60% Skill Amp) skill damage and slowing enemies that pass through it by 25% for 2 seconds",https://eternalreturn.fandom.com/wiki/Silvia,2025-06-25T19:49:14Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,17,Adriana,Adriana,阿德瑞娜,E,1017400,AdrianaActive3,Fire Escape,Damage: 28 | Damage: 36 | Damage: 44 | Damage: 52 | Damage: 60,(+16% Skill Amp),"Passive: Enemies lit on fire by a burning area are Burned, take 28}(+16% Skill Amp) skill damage every 0",https://eternalreturn.fandom.com/wiki/Adriana,2025-07-16T15:16:23Z,2,2025-12-22T08:00:00.000000Z,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",https://playeternalreturn.com/posts/news/3242?hl=en-US,26/32/38/44/50 (+Skill Amplification 15%),[2025-12-22T08:00:00.000000Z] Fire Escape(E) Fire Area Damage 28/36/44/52/60(+Skill Amplification 15%) → 26/32/38/44/50 (+Skill Amplification 15%) <https://playeternalreturn.com/posts/news/3242?hl=en-US> || [2025-08-06T08:00:00.000000Z] Fire Escape(E) Burning Area Damage 28/36/44/52/60(+Skill Amplification 16%) → 28/36/44/52/60 (+Skill Amplification 15%) <https://playeternalreturn.com/posts/news/2916?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,17,Adriana,Adriana,阿德瑞娜,P,1017100,None,Pyromaniac,[Oil Slick] Damage: 12 | [Oil Slick] Damage: 26 | [Oil Slick] Damage: 40 | [Burned] Damage: 20 | [Burned] Damage: 35 | [Burned] Damage: 50,(+40% Skill Amp),"Enemies who take damage from a skill become Burned |  Burned enemies take 20(+40% Skill Amp) skill damage for 4 seconds, and their defense is reduced by 9% over time",https://eternalreturn.fandom.com/wiki/Adriana,2025-07-16T15:16:23Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
