generatedAt,standardId,heroCode,heroKey,heroEnglishName,heroName,slot,skillGroup,skillId,skillNameFromGamedata,wikiSkillName,damagePartLabel,level,baseDamage,statSourceField,scalingText,descriptionDamageText,sourceType,sourceUrl,sourceTitle,sourceDate,gameVersion,language,confidence,notes
2026-05-21T23:44:28.746Z,fiora.p.touche.damage.lv2,3,Fiora,Fiora,菲欧娜,P,1003100,None,刺击,Touché,Damage,2,60,stat1,(+40% Skill Amp),"Every time Fiora damages an enemy with a skill, she applies a stack of Touché to her enemy |  When enemies with 4 stacks of Touché are hit by a skill, they take additional 20(+40% Skill Amp) skill damage and Fiora's movement speed briefly increases by 15% for 2 seconds before slowing her",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Fiora,Fiora - Official Eternal Return Wiki,2025-09-30T15:15:02Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,fiora.p.touche.damage.lv3,3,Fiora,Fiora,菲欧娜,P,1003100,None,刺击,Touché,Damage,3,100,stat1,(+40% Skill Amp),"Every time Fiora damages an enemy with a skill, she applies a stack of Touché to her enemy |  When enemies with 4 stacks of Touché are hit by a skill, they take additional 20(+40% Skill Amp) skill damage and Fiora's movement speed briefly increases by 15% for 2 seconds before slowing her",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Fiora,Fiora - Official Eternal Return Wiki,2025-09-30T15:15:02Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,fiora.w.attaque_compose_e.damage.lv1,3,Fiora,Fiora,菲欧娜,W,1003300,FioraActive2,复杂进攻,Attaque Composée,Damage,1,40,stat1,(+30% Skill Amp),"Fiora swings her weapon twice in the targeted direction, dealing 40(+30% Skill Amp) skill damage per swing",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Fiora,Fiora - Official Eternal Return Wiki,2025-09-30T15:15:02Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,fiora.w.attaque_compose_e.damage.lv2,3,Fiora,Fiora,菲欧娜,W,1003300,FioraActive2,复杂进攻,Attaque Composée,Damage,2,75,stat1,(+30% Skill Amp),"Fiora swings her weapon twice in the targeted direction, dealing 40(+30% Skill Amp) skill damage per swing",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Fiora,Fiora - Official Eternal Return Wiki,2025-09-30T15:15:02Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,fiora.w.attaque_compose_e.damage.lv3,3,Fiora,Fiora,菲欧娜,W,1003300,FioraActive2,复杂进攻,Attaque Composée,Damage,3,110,stat1,(+30% Skill Amp),"Fiora swings her weapon twice in the targeted direction, dealing 40(+30% Skill Amp) skill damage per swing",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Fiora,Fiora - Official Eternal Return Wiki,2025-09-30T15:15:02Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,fiora.w.attaque_compose_e.damage.lv4,3,Fiora,Fiora,菲欧娜,W,1003300,FioraActive2,复杂进攻,Attaque Composée,Damage,4,145,stat1,(+30% Skill Amp),"Fiora swings her weapon twice in the targeted direction, dealing 40(+30% Skill Amp) skill damage per swing",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Fiora,Fiora - Official Eternal Return Wiki,2025-09-30T15:15:02Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,fiora.w.attaque_compose_e.damage.lv5,3,Fiora,Fiora,菲欧娜,W,1003300,FioraActive2,复杂进攻,Attaque Composée,Damage,5,180,stat1,(+30% Skill Amp),"Fiora swings her weapon twice in the targeted direction, dealing 40(+30% Skill Amp) skill damage per swing",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Fiora,Fiora - Official Eternal Return Wiki,2025-09-30T15:15:02Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,fiora.r.fle_che.damage.lv1,3,Fiora,Fiora,菲欧娜,R,1003500,FioraActive4_1,飞刺,Flèche,Damage,1,100,stat1,(+50% Skill Amp) | (+80% Skill Amp),"Fiora attacks with a short dash in the targeted direction, dealing 100(+50% Skill Amp) skill damage and slowing enemies by 70% for 1 seconds |  The 3rd cast deals 160(+80% Skill Amp) skill damage and stuns the enemy for 0",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Fiora,Fiora - Official Eternal Return Wiki,2025-09-30T15:15:02Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,fiora.r.fle_che.damage.lv2,3,Fiora,Fiora,菲欧娜,R,1003500,FioraActive4_1,飞刺,Flèche,Damage,2,150,stat1,(+50% Skill Amp) | (+80% Skill Amp),"Fiora attacks with a short dash in the targeted direction, dealing 100(+50% Skill Amp) skill damage and slowing enemies by 70% for 1 seconds |  The 3rd cast deals 160(+80% Skill Amp) skill damage and stuns the enemy for 0",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Fiora,Fiora - Official Eternal Return Wiki,2025-09-30T15:15:02Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,fiora.r.fle_che.damage.lv3,3,Fiora,Fiora,菲欧娜,R,1003500,FioraActive4_1,飞刺,Flèche,Damage,3,200,stat1,(+50% Skill Amp) | (+80% Skill Amp),"Fiora attacks with a short dash in the targeted direction, dealing 100(+50% Skill Amp) skill damage and slowing enemies by 70% for 1 seconds |  The 3rd cast deals 160(+80% Skill Amp) skill damage and stuns the enemy for 0",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Fiora,Fiora - Official Eternal Return Wiki,2025-09-30T15:15:02Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,fiora.r.fle_che.third_damage.lv1,3,Fiora,Fiora,菲欧娜,R,1003500,FioraActive4_1,飞刺,Flèche,Third Damage,1,160,stat2,(+50% Skill Amp) | (+80% Skill Amp),"Fiora attacks with a short dash in the targeted direction, dealing 100(+50% Skill Amp) skill damage and slowing enemies by 70% for 1 seconds |  The 3rd cast deals 160(+80% Skill Amp) skill damage and stuns the enemy for 0",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Fiora,Fiora - Official Eternal Return Wiki,2025-09-30T15:15:02Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,fiora.r.fle_che.third_damage.lv2,3,Fiora,Fiora,菲欧娜,R,1003500,FioraActive4_1,飞刺,Flèche,Third Damage,2,260,stat2,(+50% Skill Amp) | (+80% Skill Amp),"Fiora attacks with a short dash in the targeted direction, dealing 100(+50% Skill Amp) skill damage and slowing enemies by 70% for 1 seconds |  The 3rd cast deals 160(+80% Skill Amp) skill damage and stuns the enemy for 0",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Fiora,Fiora - Official Eternal Return Wiki,2025-09-30T15:15:02Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,fiora.r.fle_che.third_damage.lv3,3,Fiora,Fiora,菲欧娜,R,1003500,FioraActive4_1,飞刺,Flèche,Third Damage,3,360,stat2,(+50% Skill Amp) | (+80% Skill Amp),"Fiora attacks with a short dash in the targeted direction, dealing 100(+50% Skill Amp) skill damage and slowing enemies by 70% for 1 seconds |  The 3rd cast deals 160(+80% Skill Amp) skill damage and stuns the enemy for 0",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Fiora,Fiora - Official Eternal Return Wiki,2025-09-30T15:15:02Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,hyunwoo.p.dogfight.damage.lv1,7,Hyunwoo,Hyunwoo,玄佑,P,1007100,None,鏖战,Dogfight,Damage,1,40,stat1,(+35% Skill Amp) | (+40% Attack Power)," At 10 stacks, Hyunwoo's next attack deals extra 40(+40% Attack Power)(+35% Skill Amp) skill damage, restores his HP by 8%, and reduces the cooldown of Bluff by 2 seconds",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Hyunwoo,Hyunwoo - Official Eternal Return Wiki,2026-02-05T18:29:35Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,hyunwoo.p.dogfight.damage.lv2,7,Hyunwoo,Hyunwoo,玄佑,P,1007100,None,鏖战,Dogfight,Damage,2,70,stat1,(+35% Skill Amp) | (+40% Attack Power)," At 10 stacks, Hyunwoo's next attack deals extra 40(+40% Attack Power)(+35% Skill Amp) skill damage, restores his HP by 8%, and reduces the cooldown of Bluff by 2 seconds",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Hyunwoo,Hyunwoo - Official Eternal Return Wiki,2026-02-05T18:29:35Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,hyunwoo.p.dogfight.damage.lv3,7,Hyunwoo,Hyunwoo,玄佑,P,1007100,None,鏖战,Dogfight,Damage,3,100,stat1,(+35% Skill Amp) | (+40% Attack Power)," At 10 stacks, Hyunwoo's next attack deals extra 40(+40% Attack Power)(+35% Skill Amp) skill damage, restores his HP by 8%, and reduces the cooldown of Bluff by 2 seconds",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Hyunwoo,Hyunwoo - Official Eternal Return Wiki,2026-02-05T18:29:35Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,hart.p.feedback.description_damage.raw,8,Hart,Hart,哈特,P,1008100,None,心灵治愈,Feedback,Description Damage,,,description,(3% Attack Power),"2 sound waves are additionally released with every basic attack, dealing (3% Attack Power) * (Basic Attack Amp) basic attack damage |  If Hart deals damage to an enemy with a basic attack, she recovers 4 SP",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Hart,Hart - Official Eternal Return Wiki,2025-10-02T04:01:13Z,,en,low,"Damage text was found only in the description, not a per-level wiki stat field."
2026-05-21T23:44:28.746Z,hart.r.peacemaker.description_damage.raw,8,Hart,Hart,哈特,R,1008500,HartActive4,Peacemaker,Peacemaker,Description Damage,,,description,, Targets whose HP drops below 10% can't take damage or recover HP,wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Hart,Hart - Official Eternal Return Wiki,2025-10-02T04:01:13Z,,en,low,"Damage text was found only in the description, not a per-level wiki stat field."
2026-05-21T23:44:28.746Z,isol.e.camouflage.damage.lv1,9,Isol,Isol,埃索,E,1009400,IsolActive3,伪装潜行,Camouflage,Damage,1,40,stat1,(+65% Skill Amp), Performing the first basic attack deals an additional 40(+65% Skill Amp) skill damage for 5 seconds,wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Isol,Isol - Official Eternal Return Wiki,2025-06-25T19:52:01Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,isol.e.camouflage.damage.lv2,9,Isol,Isol,埃索,E,1009400,IsolActive3,伪装潜行,Camouflage,Damage,2,65,stat1,(+65% Skill Amp), Performing the first basic attack deals an additional 40(+65% Skill Amp) skill damage for 5 seconds,wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Isol,Isol - Official Eternal Return Wiki,2025-06-25T19:52:01Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,isol.e.camouflage.damage.lv3,9,Isol,Isol,埃索,E,1009400,IsolActive3,伪装潜行,Camouflage,Damage,3,90,stat1,(+65% Skill Amp), Performing the first basic attack deals an additional 40(+65% Skill Amp) skill damage for 5 seconds,wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Isol,Isol - Official Eternal Return Wiki,2025-06-25T19:52:01Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,isol.e.camouflage.damage.lv4,9,Isol,Isol,埃索,E,1009400,IsolActive3,伪装潜行,Camouflage,Damage,4,115,stat1,(+65% Skill Amp), Performing the first basic attack deals an additional 40(+65% Skill Amp) skill damage for 5 seconds,wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Isol,Isol - Official Eternal Return Wiki,2025-06-25T19:52:01Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,isol.e.camouflage.damage.lv5,9,Isol,Isol,埃索,E,1009400,IsolActive3,伪装潜行,Camouflage,Damage,5,140,stat1,(+65% Skill Amp), Performing the first basic attack deals an additional 40(+65% Skill Amp) skill damage for 5 seconds,wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Isol,Isol - Official Eternal Return Wiki,2025-06-25T19:52:01Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,yuki.w.button_up.description_damage.raw,11,Yuki,Yuki,雪,W,1011300,YukiActive2,武士道,Button Up,Description Damage,,,description,(+15% Attack Power),"Passive: the cooldown of Button Up is reduced by 1 seconds each time Yuki deals damage |  While using Button Up, damage taken is reduced by 10(+15% Attack Power)%",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Yuki,Yuki - Official Eternal Return Wiki,2026-02-05T18:28:33Z,,en,low,"Damage text was found only in the description, not a per-level wiki stat field."
2026-05-21T23:44:28.746Z,xiukai.q.lost_in_the_sauce.damage.lv1,13,Xiukai,Xiukai,修凯,Q,1013200,XiukaiActive1,秘制酱油,Lost in the Sauce,Damage,1,80,stat1,(+75% Skill Amp) | (+8% Max HP),"Xiukai throws his sauce barrel in the targeted direction, dealing 80(+75% Skill Amp)(+8% Max HP) skill damage to enemies hit",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Xiukai,Xiukai - Official Eternal Return Wiki,2025-06-25T19:36:56Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,xiukai.q.lost_in_the_sauce.damage.lv2,13,Xiukai,Xiukai,修凯,Q,1013200,XiukaiActive1,秘制酱油,Lost in the Sauce,Damage,2,120,stat1,(+75% Skill Amp) | (+8% Max HP),"Xiukai throws his sauce barrel in the targeted direction, dealing 80(+75% Skill Amp)(+8% Max HP) skill damage to enemies hit",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Xiukai,Xiukai - Official Eternal Return Wiki,2025-06-25T19:36:56Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
2026-05-21T23:44:28.746Z,xiukai.q.lost_in_the_sauce.damage.lv3,13,Xiukai,Xiukai,修凯,Q,1013200,XiukaiActive1,秘制酱油,Lost in the Sauce,Damage,3,160,stat1,(+75% Skill Amp) | (+8% Max HP),"Xiukai throws his sauce barrel in the targeted direction, dealing 80(+75% Skill Amp)(+8% Max HP) skill damage to enemies hit",wiki_current_snapshot,https://eternalreturn.fandom.com/wiki/Xiukai,Xiukai - Official Eternal Return Wiki,2025-06-25T19:36:56Z,,en,medium,Parsed from Official Eternal Return Wiki Skill template; values should be checked against official patch notes before merging into primary data.
